upi_transactions_count,upi_avg_monthly_amount,location_consistency,peer_attestations,customer_rating_avg,work_duration_months,aadhaar_verified,iwts_score
19.0,25692.240511692034,0.47772376154567,17.0,1.4977701113182578,61.0,1.0,64.4
111.0,45400.773182020675,0.46107220784013747,10.0,1.0825371521301896,91.0,1.0,71.98
177.0,21255.398902426605,0.9897551935177553,15.0,4.976361879068465,22.0,1.0,90.36
13.0,32530.054008094594,0.7942690076749321,9.0,4.506628979339844,85.0,1.0,72.04
171.0,17446.940448352678,0.7324501554719879,9.0,4.649351717402549,36.0,1.0,89.75
165.0,20703.755077435144,0.303489475706131,12.0,2.138252277088474,40.0,1.0,77.04
56.0,22282.480357560842,0.4290170014629001,19.0,1.8804062909817563,69.0,1.0,68.2
126.0,6727.44740645812,0.7448789050811547,8.0,2.7034662327017065,75.0,0.0,70.65
33.0,5040.322113420832,0.565803528537166,11.0,2.8132774759120274,78.0,0.0,50.06
151.0,33540.75119576452,0.9469962685753426,18.0,1.0223977554569625,24.0,0.0,78.84
140.0,32948.12804798109,0.8353069533992306,7.0,4.117012450239331,69.0,1.0,78.69
71.0,33314.030853399716,0.6131688509628839,16.0,4.986668152568069,32.0,1.0,76.13
14.0,1478.439044463238,0.8246604842767893,10.0,3.1147634804083575,33.0,1.0,56.15
194.0,16664.068712253105,0.982783026678355,17.0,2.553034780049805,113.0,0.0,88.44
89.0,10291.587439330247,0.6226865772910294,9.0,2.571007572884813,13.0,1.0,67.9
178.0,39018.49541592861,0.7497681215219734,12.0,1.3843085286884027,50.0,1.0,87.79
135.0,43101.20486910844,0.9430652305429066,6.0,2.064647273456047,53.0,1.0,75.72
155.0,12710.678672694294,0.47407226342532127,12.0,3.0085311545385247,30.0,1.0,80.98
152.0,33558.53336297532,0.9205905395663947,6.0,2.7273920045387894,94.0,0.0,77.39
39.0,6903.458771184585,0.36828129474108784,12.0,3.1801389829724407,58.0,1.0,64.29
73.0,14120.05001728481,0.7539137194113525,15.0,4.3962625945496265,86.0,1.0,76.75
93.0,7363.3975635542665,0.8479867085390489,8.0,1.900969210798448,47.0,1.0,69.11
100.0,14534.277946661845,0.7302243534766982,8.0,1.1106567236252478,107.0,1.0,70.82
9.0,33899.45909378926,0.6468743629067801,6.0,1.152901781130963,87.0,1.0,55.07
109.0,45561.18205417,0.7321429699479802,14.0,1.5366752212274335,40.0,1.0,79.94
31.0,10524.859192247206,0.4061645961456112,11.0,3.28193193921761,115.0,1.0,66.58
148.0,27332.9122300606,0.45089949723115286,10.0,4.232739240151699,103.0,0.0,77.62
136.0,35218.8595115499,0.48892954076943934,0.0,4.547223757122526,71.0,1.0,67.39
184.0,47669.6621900355,0.7184455384410267,2.0,3.540452807899885,2.0,1.0,68.29
149.0,30697.993902915106,0.6093307516215494,0.0,2.6125730098035738,71.0,1.0,67.04
73.0,13127.793085855345,0.47113308974008766,17.0,1.6180588326245897,83.0,1.0,66.9
193.0,31461.168767239844,0.9179665325012061,17.0,2.605673357773916,44.0,1.0,92.59
82.0,16364.312503061801,0.5617452882052564,1.0,2.329660535631134,18.0,0.0,49.12
65.0,48818.35533923953,0.6122222034609237,0.0,4.480103523428551,68.0,1.0,59.75
181.0,20283.968690600024,0.5867907535842962,15.0,2.946877509642429,96.0,1.0,87.63
74.0,34428.6721776702,0.42736006869372684,10.0,1.9047835998181153,39.0,1.0,69.95
16.0,1649.7653261645448,0.8121389108011634,6.0,2.1552042672631195,55.0,1.0,44.68
94.0,20303.04158367039,0.6139207835882006,12.0,1.545880658170756,1.0,1.0,64.04
159.0,43817.82685946432,0.3113799769249029,4.0,4.674341796276525,84.0,1.0,79.21
38.0,30706.25849944567,0.9748095916518578,3.0,1.2013833849458742,104.0,1.0,65.52
93.0,22475.172876600827,0.8710345281167895,7.0,1.051384994223577,93.0,1.0,70.19
26.0,46828.906222068435,0.8064915478642622,17.0,1.731955734107475,52.0,1.0,66.98
137.0,42772.22661928784,0.9083643093629703,15.0,4.243496071642503,6.0,1.0,78.79
95.0,16449.675854235444,0.9347650775238852,3.0,3.093867146524325,59.0,0.0,68.7
66.0,27455.145901046308,0.536242794469107,11.0,3.5033731495079454,112.0,1.0,72.5
46.0,24746.300676576906,0.727671074891689,17.0,2.4309267016629392,10.0,1.0,64.78
113.0,31794.023755685685,0.7261654664439159,19.0,1.2747119421966802,26.0,0.0,73.78
134.0,17038.507714458403,0.48710976816741786,15.0,4.424632649968673,100.0,1.0,82.88
188.0,12588.147537911469,0.45536657601294706,2.0,1.7675770885016298,68.0,1.0,73.28
87.0,45677.25584514903,0.37973507837331544,4.0,1.1322368021804587,21.0,1.0,56.71
32.0,46231.787725176066,0.7615199371415169,4.0,3.2908165437327748,3.0,0.0,47.66
166.0,42244.48284521796,0.8466432937215458,3.0,1.3331568815384043,49.0,1.0,77.73
126.0,48921.119322845785,0.8326670856619025,3.0,1.3830474074393369,71.0,0.0,63.81
140.0,37377.080526094585,0.521392764029482,6.0,4.201508125930101,100.0,0.0,75.4
20.0,38351.02781381898,0.4436818953256415,11.0,2.966438357271982,106.0,1.0,63.91
63.0,38248.209552150714,0.6175299249182353,7.0,1.966033808988572,55.0,1.0,65.61
153.0,24290.07773164417,0.6827694221683573,8.0,2.394505693438075,51.0,1.0,78.98
166.0,23094.383628456446,0.9433609895779889,4.0,3.916963915372686,111.0,1.0,81.89
87.0,12391.200669375656,0.9123762079918378,3.0,1.2654165790264074,93.0,1.0,65.74
161.0,32418.55012078488,0.9412408319112793,19.0,1.4659224637328396,25.0,1.0,79.26
168.0,14821.34673706556,0.8951836695951856,11.0,3.4650481399622786,82.0,0.0,85.89
78.0,13261.516280266544,0.9752068431054177,4.0,3.427886937868429,86.0,1.0,71.22
179.0,29505.08801775471,0.6258499980183402,16.0,4.889848738141487,28.0,1.0,90.9
58.0,20794.128217139638,0.333231448203166,16.0,2.4981979250217985,117.0,1.0,68.09
48.0,11333.402135334294,0.35849342250393473,19.0,1.2603105087100634,36.0,1.0,62.48
136.0,40894.77282926514,0.5731932992406401,3.0,3.1501497393985116,66.0,1.0,70.48
127.0,43098.211005071615,0.4803809638910981,12.0,3.5533872470471612,59.0,1.0,79.72
28.0,8801.126224050158,0.41895841395274713,19.0,1.5584111431449963,83.0,1.0,63.48
166.0,871.5981235999935,0.967242642156054,16.0,3.211447894140787,108.0,1.0,71.78
40.0,17138.433442203997,0.4367937118874357,4.0,1.7910684866330584,47.0,1.0,54.69
161.0,39976.78636619725,0.9715654906206617,17.0,4.3789202315242735,46.0,1.0,91.2
2.0,42039.10637859906,0.832587188224845,8.0,4.340645983135319,90.0,1.0,65.46
159.0,7347.2889707444365,0.7486619704876564,9.0,2.718516383993767,114.0,1.0,80.35
157.0,38829.627108561035,0.7732132720625648,11.0,4.8669727620512155,109.0,1.0,91.36
156.0,6227.3562818167575,0.5320320265613867,15.0,4.919095497798967,90.0,1.0,82.34
133.0,19808.098212748195,0.7524989266407975,2.0,1.517004355790478,84.0,1.0,71.03
94.0,49931.170993089836,0.4306844827968857,10.0,2.4708552193298705,92.0,1.0,77.95
141.0,10033.245749930036,0.9563938027751855,16.0,3.4012858801865784,112.0,1.0,88.63
56.0,8121.197337592508,0.5112553379724154,10.0,1.3393512383257775,2.0,1.0,53.62
156.0,21428.616461066278,0.4786305586054795,5.0,2.530622015256548,71.0,1.0,71.64
111.0,31173.59203550814,0.7978139587359102,1.0,2.044688336066363,5.0,1.0,59.21
92.0,46678.58872945604,0.7595141026463272,10.0,4.808200883866816,69.0,1.0,82.75
101.0,49050.64670388519,0.6159092428403137,14.0,2.646343291325882,47.0,1.0,78.46
114.0,3947.2115112740344,0.7427123642835504,10.0,4.05068343419005,37.0,1.0,69.11
8.0,7330.877108721314,0.4116451502325993,19.0,2.546821454048695,107.0,0.0,52.63
28.0,39641.529707851696,0.7713298151813686,12.0,1.5272482816753419,85.0,1.0,68.53
49.0,13896.291537407593,0.4894274866366357,10.0,4.45260612064339,68.0,1.0,72.65
23.0,44300.02844556485,0.49098518367352006,1.0,1.0016676676124154,105.0,1.0,47.38
88.0,33340.9362328398,0.4135259544606492,11.0,1.2237634958978,12.0,1.0,65.36
134.0,6036.31771784352,0.5326639945253152,3.0,2.457537623588173,77.0,1.0,65.33
131.0,41710.19960373835,0.5318757422179297,14.0,3.747593022074946,19.0,1.0,74.91
94.0,9229.640810399755,0.6179253081915885,3.0,2.366817181163103,28.0,1.0,62.93
171.0,21463.022036642862,0.43329365326644464,18.0,1.2652512704838998,23.0,1.0,71.04
113.0,27833.153963686833,0.4351052753111364,6.0,2.2713601349365953,65.0,1.0,70.53
16.0,25287.924379473774,0.6792170001642599,8.0,1.9799234359606492,75.0,1.0,59.41
153.0,34465.06432294995,0.3902141832693326,2.0,1.0216791992727918,90.0,1.0,63.97
115.0,32807.993376028135,0.7822279055921846,4.0,3.1392076527216073,53.0,1.0,70.76
127.0,49606.079273638716,0.9607629881038176,18.0,1.4665836589767443,112.0,1.0,82.79
113.0,49971.3845065973,0.5987569351650648,5.0,2.1499851551866644,45.0,0.0,66.58
111.0,26064.740430464226,0.9307737192054737,10.0,3.564759320889658,19.0,1.0,76.53
19.0,5212.354804562768,0.3688216137881051,19.0,3.9004627552919087,5.0,1.0,46.8
112.0,36528.24329895156,0.3300703391629512,12.0,2.05382250742409,16.0,1.0,66.48
159.0,48844.87187172117,0.8049582142596878,0.0,2.316774684260936,53.0,0.0,69.75
61.0,16257.156187636507,0.8327151010870475,7.0,1.987636952509861,50.0,1.0,70.45
120.0,23329.839848959902,0.8901407686760259,7.0,4.827554401264768,102.0,1.0,81.15
7.0,21526.457778365067,0.33977237487998696,5.0,1.7620789079496113,15.0,1.0,45.22
70.0,3045.2481505680034,0.8438349384697812,4.0,1.732722414534705,32.0,1.0,53.96
87.0,33777.08934556052,0.5635771129576073,10.0,2.780141183326128,117.0,0.0,71.32
196.0,17990.215905889156,0.5123363428775389,7.0,1.7572254368022766,4.0,1.0,70.47
43.0,39479.46179425936,0.4211167449403078,5.0,1.6268338251424326,51.0,1.0,56.91
56.0,41689.94372645831,0.9972110285717688,8.0,1.383518150804342,24.0,1.0,67.92
82.0,41150.923936593346,0.3445645125232045,6.0,3.5606849924329977,64.0,1.0,65.46
198.0,21124.966902974065,0.8789056102255997,4.0,3.448329019607584,116.0,0.0,77.41
170.0,16416.511270924526,0.7476461048433692,9.0,3.600651567511865,28.0,1.0,84.59
7.0,37566.62859351921,0.8145563109833069,18.0,4.0932000320375845,45.0,1.0,74.06
47.0,40168.77697521479,0.7982019839452574,10.0,2.3054320511703033,54.0,1.0,71.7
164.0,24817.243596372624,0.9009041395512278,11.0,4.673694934447687,96.0,1.0,93.15
12.0,44705.035467047,0.4286544488992758,19.0,3.932818444275024,118.0,0.0,61.08
171.0,7623.480455888634,0.30057723178427975,12.0,4.2188343543247475,12.0,1.0,77.34
56.0,44013.904593118525,0.7189699423302862,4.0,3.8838486553068448,59.0,1.0,66.57
183.0,5256.714032108123,0.5477010475263338,7.0,2.4338225817302472,90.0,1.0,74.16
59.0,8099.513341703388,0.3866511317819964,9.0,2.1321299522505397,2.0,1.0,51.5
87.0,26925.080657061037,0.43029712787296714,9.0,2.6900682783160565,96.0,1.0,70.69
132.0,3842.1647692770434,0.532224518721456,2.0,1.3881214421334338,29.0,1.0,51.02
26.0,3113.9515193054626,0.3491633596206922,2.0,2.8051220062637885,62.0,1.0,36.78
111.0,525.6778362024232,0.33983924148991557,6.0,1.1725639323809594,117.0,0.0,40.96
101.0,22097.674654866027,0.9412183783827108,18.0,1.015783840108778,76.0,1.0,80.55
156.0,38843.88212396538,0.5184719245475873,14.0,4.725995757898771,118.0,1.0,85.13
199.0,2224.4983388558253,0.9875614882315094,16.0,3.7573474423515716,72.0,1.0,81.65
133.0,32786.75152005984,0.9750569058312799,3.0,3.2473877882638758,26.0,1.0,75.89
82.0,41244.80221210123,0.39979989762897966,8.0,2.3644081576922313,83.0,1.0,66.33
81.0,8816.04200460462,0.8004470120273337,11.0,3.2821520587402966,74.0,1.0,78.52
84.0,7769.75487365951,0.7205634223889483,8.0,4.566303105353327,37.0,1.0,73.13
162.0,43109.648194216534,0.7834529511736075,8.0,3.6095205357754585,10.0,1.0,78.67
64.0,41244.66819252969,0.3673337000101323,7.0,3.409927991814017,78.0,1.0,61.81
34.0,27177.61743007725,0.4319920550441906,1.0,2.840818011886712,69.0,0.0,47.16
67.0,41050.394025052025,0.35364706301561705,17.0,2.382788122603432,93.0,0.0,64.19
5.0,5091.425832512491,0.7228939436519498,18.0,3.794188455686847,15.0,1.0,56.9
22.0,20026.835137968344,0.9906137530943637,1.0,4.923923764063257,65.0,0.0,60.09
18.0,37020.97902726546,0.7703891763605589,8.0,2.6990307740823605,98.0,1.0,68.46
154.0,13243.871986536187,0.7975330745153507,10.0,2.568820816056803,107.0,0.0,78.93
144.0,37740.281264460864,0.9892095290802967,15.0,2.71245388946017,112.0,0.0,83.01
139.0,25456.840917345286,0.7746080879202573,19.0,2.702175872198886,26.0,1.0,84.06
92.0,37638.166403437535,0.32812710083992924,8.0,4.96249909347398,21.0,1.0,67.4
143.0,23501.642073937815,0.9069039205996183,14.0,3.8271130300373626,69.0,1.0,91.06
33.0,18711.264840979973,0.5552748032651573,18.0,2.4367377968423667,56.0,1.0,68.79
180.0,11349.8662156923,0.3030545350603007,16.0,2.4860094953068903,28.0,1.0,80.35
100.0,10814.777401033243,0.6550639242925744,5.0,2.723187698976223,13.0,0.0,58.23
187.0,37698.7951232841,0.9559105006133846,16.0,1.1468487503217988,18.0,1.0,83.03
31.0,6386.0622276810445,0.48013148103648823,8.0,3.111265608085,41.0,0.0,55.62
99.0,4756.126330491784,0.644059221136988,0.0,4.245523806091059,88.0,1.0,56.3
139.0,9226.422568595442,0.42164382144767354,15.0,3.6422711728300423,8.0,1.0,72.34
99.0,9179.652316969134,0.34038487016650804,16.0,1.7936833870461664,13.0,1.0,62.21
89.0,41243.82732894154,0.3563814626991792,6.0,3.9121369655134797,32.0,1.0,67.26
34.0,20226.077861973514,0.8089076341729489,9.0,3.877834425328121,104.0,1.0,72.97
76.0,49524.22863934388,0.9048521295195042,7.0,2.0501568625959883,118.0,1.0,73.47
48.0,7291.957260635313,0.40030918747674377,2.0,3.4914986274277404,53.0,1.0,53.04
61.0,32850.221371835345,0.5018229974673281,19.0,3.4437961324877446,6.0,1.0,62.14
137.0,22712.110606461905,0.4365206273513791,0.0,4.359150495424727,2.0,1.0,55.01
126.0,19949.44974650516,0.31879904384849955,11.0,1.544289247333765,103.0,1.0,73.79
121.0,43816.667853177074,0.6874019589208885,0.0,1.779354018046091,53.0,1.0,60.5
73.0,48791.98446850578,0.7899455190963532,13.0,2.943878015071221,10.0,1.0,68.99
191.0,43706.51845932185,0.7535142366195493,18.0,1.1765805955692281,100.0,1.0,86.51
18.0,10018.883612239086,0.5716374831115734,12.0,2.6623767904068263,63.0,0.0,62.13
69.0,11429.497099842236,0.6885071721579337,12.0,4.152876167998893,42.0,1.0,81.22
24.0,32975.65701520564,0.3658695146453573,16.0,1.5948575759359929,54.0,1.0,57.79
68.0,14809.637291090488,0.4080126031058791,19.0,2.8397949477460993,27.0,1.0,72.35
192.0,36868.893973638704,0.9522562336870883,17.0,4.959076933529778,111.0,1.0,97.74
73.0,28537.82221507741,0.8330554234739278,4.0,3.0236800536994575,94.0,0.0,64.36
181.0,27769.984040274947,0.9459173670776171,11.0,2.993295296488362,24.0,1.0,86.64
99.0,41513.0727795199,0.941676199149557,16.0,3.2351743348966724,88.0,1.0,84.96
140.0,35671.37220126255,0.7545748319754184,5.0,1.7440174813309648,22.0,1.0,71.0
92.0,1815.599367365939,0.9497670536785157,13.0,1.588655530743777,54.0,0.0,57.43
53.0,2948.2272887277763,0.5916928721577241,0.0,3.709418516460434,90.0,1.0,39.94
153.0,30277.143396572777,0.3025313713494586,17.0,2.5830672396230807,5.0,1.0,70.37
193.0,24566.507743302638,0.3437997810923116,12.0,2.159626512861903,87.0,1.0,85.29
53.0,13379.140439478075,0.37664112799057065,14.0,1.1255664796795903,27.0,1.0,61.55
155.0,21223.476322082683,0.3667474172280022,16.0,4.384201988713929,84.0,1.0,85.99
52.0,38016.560777276594,0.5461916735951844,4.0,1.129315463379331,60.0,1.0,60.22
143.0,41417.268490567534,0.7908895649765503,9.0,3.9999324963332774,4.0,1.0,76.07
158.0,28280.541860557187,0.8534541646203464,17.0,2.527954235994324,91.0,0.0,85.8
90.0,19575.789302426598,0.7131492920412372,3.0,3.3947512420186006,31.0,0.0,61.94
147.0,13899.489694007798,0.40250532218988566,16.0,1.9907120027606493,114.0,0.0,73.49
55.0,26334.964303078046,0.8235311215037227,5.0,1.6215986649282925,100.0,1.0,65.17
16.0,16080.10611893686,0.5483613433963193,11.0,3.1335520033397897,23.0,1.0,63.02
20.0,28422.709283837536,0.30909534407025735,10.0,3.7824707798165744,72.0,1.0,59.44
89.0,33994.292934227065,0.4964120343729245,13.0,1.7819731797805862,44.0,1.0,71.76
180.0,3770.9209405100446,0.5314203878986845,16.0,2.745435789730257,72.0,0.0,65.78
26.0,552.8395186259883,0.491971874652672,6.0,2.7786198811655827,67.0,1.0,44.55
91.0,11007.718372616777,0.8683091072313098,3.0,1.8639165963178512,36.0,1.0,70.8
141.0,44778.31913707966,0.8319484783158633,8.0,3.260197785008524,78.0,1.0,85.33
41.0,32491.39277981368,0.786886421288849,12.0,1.5837427471268026,31.0,1.0,68.23
144.0,9012.037420882632,0.3973035549585857,15.0,3.03899669327432,108.0,0.0,71.05
61.0,44568.06611026913,0.8654837367943973,15.0,1.453726045463998,113.0,1.0,72.2
161.0,23762.81904422333,0.7740231731643266,6.0,2.9421696354205498,20.0,1.0,81.06
116.0,24066.541955593704,0.4363863805369743,18.0,2.2463962195022273,87.0,1.0,74.15
109.0,46809.32622021143,0.7536657511970615,1.0,2.80898516832614,111.0,1.0,62.34
36.0,3444.591263075331,0.6384581487025767,2.0,2.7349974377726967,16.0,1.0,40.94
93.0,11151.324594121566,0.6075450432993574,0.0,4.631732491274372,89.0,0.0,63.0
171.0,29495.68059515876,0.37848621443067215,18.0,2.959742399825851,112.0,1.0,86.29
4.0,10176.582224309203,0.6628129930916158,3.0,4.273995615507498,27.0,1.0,58.07
151.0,34136.58695584341,0.36995226628065453,12.0,1.902609571646861,70.0,1.0,80.63
99.0,11097.56832216765,0.4149773710779866,16.0,2.4083311785370354,95.0,0.0,68.52
144.0,5408.27004464131,0.3927824199923339,15.0,1.3003575225327637,40.0,1.0,63.16
132.0,10745.765402221567,0.9678757953490054,18.0,2.6829911792859744,29.0,1.0,84.5
86.0,21425.33469646708,0.49940528331072304,1.0,3.674799548299724,48.0,1.0,63.33
62.0,9218.845809067454,0.5486430265172054,8.0,4.352668136437584,40.0,1.0,69.85
125.0,7167.255233705691,0.5254564244072253,10.0,3.263659647196621,87.0,1.0,74.01
28.0,43083.953367837574,0.9287753116247006,13.0,3.560290678372314,45.0,1.0,72.62
117.0,16359.661578066738,0.6940761379344219,12.0,1.7090683104677926,45.0,1.0,76.45
19.0,18357.554982653553,0.9434119292533181,11.0,1.1488241529337575,113.0,0.0,67.5
130.0,3235.8852703107677,0.5099474340795269,6.0,4.1667525807092645,69.0,1.0,66.45
126.0,18189.79636335168,0.38038427210236425,2.0,1.6681528297651456,111.0,1.0,62.79
17.0,13607.955277418194,0.6893529169069221,8.0,1.3646781421310097,85.0,1.0,62.76
151.0,30719.01083341853,0.5418758942530122,5.0,4.750249283626381,106.0,1.0,77.04
83.0,10666.81973478413,0.8613347834435239,11.0,4.854085456236707,24.0,1.0,80.96
157.0,44474.089926610606,0.9155963862381609,15.0,3.4650291664099786,112.0,1.0,93.81
9.0,46518.49773551798,0.6308014576349502,11.0,2.5145490907491737,113.0,1.0,62.56
36.0,5441.637330251115,0.9799513168598557,11.0,4.332958163856208,5.0,1.0,61.07
99.0,5816.446336284572,0.6871091044410841,0.0,1.8188798373416497,43.0,1.0,54.03
38.0,6208.6586864939045,0.4896442753704187,12.0,2.7175693097187277,50.0,1.0,61.0
66.0,31168.678187360445,0.6422828607409921,8.0,2.428069196002407,50.0,1.0,73.03
132.0,6537.463728376333,0.3261172046820493,2.0,4.650799962966726,93.0,1.0,65.84
29.0,42692.92473754818,0.8628008121841473,4.0,4.679109661449095,84.0,1.0,66.46
135.0,37836.43998942568,0.37100453559809465,15.0,3.6035437052946655,26.0,1.0,78.22
21.0,41080.53848278219,0.5161239419521034,18.0,1.4429605610907674,73.0,1.0,63.42
35.0,26539.996080858033,0.6957215829034603,10.0,2.92877115863321,116.0,1.0,69.4
117.0,49835.5219701981,0.3300825879528292,19.0,1.981313464896227,53.0,1.0,74.08
158.0,2686.667595735983,0.35552182942701377,3.0,4.539662652737928,111.0,1.0,60.38
34.0,20362.61572721261,0.787281450329109,5.0,1.5536111960648076,78.0,0.0,57.1
60.0,16534.86511241299,0.3502439651425381,18.0,1.2172411034428294,111.0,1.0,63.43
185.0,47457.95218627573,0.6339580063731636,3.0,3.817716134200313,108.0,1.0,78.84
197.0,29054.617445630847,0.5370869433945252,13.0,2.8131442998726115,2.0,0.0,72.95
116.0,40406.452789513896,0.4596555855694915,4.0,4.353459550412338,96.0,1.0,69.42
89.0,8931.889086096684,0.43214522850456577,6.0,1.298518524677247,23.0,1.0,59.08
70.0,48942.390123071724,0.8343879056128056,9.0,4.20430453043137,99.0,1.0,79.01
122.0,25182.6575703776,0.9660795352051976,7.0,1.1493390113766333,97.0,1.0,79.5
118.0,24936.767775396966,0.39812581954233217,17.0,1.1122800476558279,31.0,1.0,69.84
59.0,48558.79406301402,0.9717768534218889,19.0,2.8452630069241187,8.0,0.0,63.71
5.0,19346.25188024868,0.7163337524325726,10.0,1.8851651587226073,50.0,1.0,68.25
31.0,20177.48871547215,0.74916228375428,10.0,3.3748748280261225,37.0,1.0,71.53
191.0,29445.258788844363,0.7969484646998073,1.0,1.1032679768458817,66.0,1.0,74.6
84.0,6838.604222115453,0.7928832232482066,4.0,1.1415581694519141,10.0,1.0,51.78
96.0,16393.738507386817,0.8738677757299818,0.0,3.9085939846877618,6.0,0.0,56.86
93.0,10063.811961033962,0.6384280559433881,17.0,1.8406606499692466,53.0,1.0,77.23
156.0,5612.532215798955,0.6733510112602907,4.0,3.6256684946429343,92.0,0.0,66.3
13.0,43374.158013385495,0.5266789017243911,6.0,3.999688646003034,38.0,1.0,61.58
17.0,29671.892723310066,0.37368031564818194,16.0,1.2373246628998698,39.0,1.0,58.46
55.0,18254.303180631603,0.7652481336483533,14.0,4.079015817856957,20.0,1.0,75.92
97.0,20729.134179652287,0.32352697843037564,12.0,2.073684871845144,34.0,1.0,72.28
134.0,21860.190682524055,0.4929445357583578,0.0,2.558183832798993,36.0,1.0,63.35
98.0,31840.884516163114,0.3659609051122702,11.0,1.3465567691812668,31.0,0.0,66.89
88.0,46375.084878705165,0.4335090101259026,11.0,4.354519933459411,41.0,1.0,75.14
187.0,46672.591173020635,0.7471116390281665,6.0,3.242915145303056,34.0,0.0,82.33
33.0,19878.852986767837,0.7399336411434427,14.0,3.0186611113886888,82.0,1.0,74.22
114.0,16798.491750089594,0.5947384390969984,18.0,4.874219243611023,41.0,1.0,81.08
108.0,22826.801759170125,0.3631203835426438,5.0,2.338023039762683,90.0,1.0,67.29
95.0,28612.744406210382,0.6033617415215858,6.0,4.563117145906784,72.0,0.0,70.62
161.0,23359.98661676254,0.5469214103008053,6.0,3.878751524258417,77.0,1.0,85.32
54.0,33108.2937859267,0.8043214069991649,16.0,4.714112543408955,70.0,1.0,76.76
190.0,27942.7516572983,0.7053186257393362,1.0,4.631208211049839,110.0,1.0,82.96
66.0,16375.419561356766,0.6440960371358992,17.0,4.964119220104278,31.0,0.0,71.49
109.0,17613.674885250315,0.6408874576134966,15.0,1.5267070081486303,117.0,0.0,68.81
104.0,19240.34298420668,0.9764078210822931,9.0,4.18406556836638,25.0,1.0,81.22
170.0,5184.6685283447405,0.8294059551924153,11.0,4.217977419790013,17.0,0.0,72.22
88.0,8720.100304491669,0.6478856923220895,17.0,3.5774941127139472,99.0,1.0,73.2
57.0,36294.13320619661,0.6354558290222843,15.0,2.115443832952808,107.0,1.0,71.51
5.0,19760.28722034296,0.3185353709134744,5.0,4.86059308651326,12.0,0.0,47.87
73.0,11119.67914172711,0.9597564843238646,1.0,1.8176885515608383,72.0,1.0,64.13
165.0,28352.284323455435,0.5234217802371307,13.0,2.998301513433756,62.0,1.0,83.39
2.0,37899.20735243465,0.47915735731652065,2.0,3.085948451276745,27.0,1.0,48.81
179.0,13242.406936095886,0.99958624777137,1.0,1.6473173793441553,62.0,1.0,77.15
109.0,41426.099155225354,0.8030827700531671,19.0,3.8901152893329636,82.0,0.0,78.89
